DATE,PETR4,VALE5,ITUB4,VALE3,B3SA3,BBDC4,NTCO3,COGN3,BBAS3,ABEV3,SUZB3,PETR3,VVAR3,GMAT3,IRBR3,ITSA4,BVMF3,GNDI3,RAIL3,MGLU3,BRDT3,CIEL3,BRFS3,GGBR4,KROT3,AZUL4,BBSE3,YDUQ3,JBSS3,AMBV4,LREN3,PCAR3,HAPV3,USIM5,PETZ3,OGXP3,UGPA3,RENT3,CCRO3,CSNA3,RDCD3,CMIG4,VIVT4,PCAR4,BRML3,LAME4,RADL3,CRFB3,HYPE3,NEOE3,LWSA3,FIBR3,TIMS3,SBSP3,BOAS3,CYRE3,NATU3,EQTL3,GOAU4,ELET3,BTOW3,BBDC3,WEGE3,CSAN3,CTIP3,GOLL4,QUAL3,EMBR3,ALSO3,ESTC3,MRVE3,TIMP3,BRKM5,EGIE3,PCAR5,SUZB5,MULT3,CNTO3,BRAP4,SMLS3,CVCB3,HBSA3,VIVO4,OIBR3,VIVA3,RUMO3,AEDU3,MRFG3,HGTX3,PDGR3,BIDI4,CPFE3,SMLE3,TOTS3,LJQQ3,CEAB3,CRUZ3,TCSL4,ENBR3,ALLL3,GFSA3,IGTA3,TNLP4,ECOR3,OIBR4,PRIO3,TBLE3,UGPA4,HRTP3,LIGT3,TLPP4,SOMA3,FLRY3,MNDL4,LAVV3,PSSA3,LINX3,TEND3,DTEX3,AMBP3,TRPL4,EZTC3,MOVI3,BRPR3,CURY3,CSMG3,TAMM4,MDIA3,BEEF3,AMBV3,BKBR3,AMIL3,ELPL4,ODPV3,PGMN3,MPXE3,SEQL3,PLPL3,ENEV3,ENAT3,BISA3,MYPK3,SQIA3,POMO4,RAPT4,ECOD3,MTRE3,ARTR3,GETI4,LLXL3,MPLU3,FFTL4,OMGE3,ALPA4,BMGB4,DASA3,EVEN3,LCAM3,SEER3,BRTO4,SIMH3,LAME3,RSID3,SMTO3,PARD3,ARZZ3,MMXM3,CAML3,OHLB3,SLCE3,WIZS3,DMVF3,VLID3,LOGG3,ITUB3,TASA4,KLBN4,MEAL3,STBP3,BPAN4,AMAR3,JHSF3,MDNE3,DROG3,QGEP3,TCSA3,ALSC3,ANIM3,CMIG3,MILS3,SAPR4,MELK3,ABRE3,TCSL3,GRND3,TNLP3,DMMO3,HBOR3,ELPL3,DIRR3,TUPY3,GUAR3,RLOG3,ABCB4,PARC3,IMCH3,RAIA3,LEVE3,BIDI3,TMAR5,JPSA3,TGMA3,AALR3,GETI3,CNFB4,JSLG3,USIM3,VAGR3,CPLE3,LOGN3,BBRK3,BRIN3,PRTX3,OSXB3,PRNR3,LPSB3,ITSA3,TRIS3,MAGG3,BPNM4,BPHA3,POSI3,CGAS5,SEDU3,AUTM3,FESA4,PRML3,INPR3,LLIS3,PMAM3,GGBR3,VULC3,SSBR3,PFRM3,BHGR3,COCE5,ALPK3,PTBL3,FJTA4,TPIS3,DAYC4,CZRS4,CCPR3,VIVT3,UOLL4,BRTO3,KEPL3,PNVL3,TAMM3,SHOW3,TECN3,SLED4,RPMG3,BICB4,TVIT3,ETER3,OGSA3,VIVR3,CCXC3,CARD3,APER3,LUPA3,ROMI3,CTAX4,BEMA3,TELB4,CAMB3,TASA3,RPMG4,AGRO3,UCAS3,TIET4,PDTC3,SCAR3,GSHP3,FHER3,TLPP3,CPRE3,RCSL4,TNCP3,SAPR3,LIQO3,VIVO3,JPSA4,SHUL4,BRAP3,CCIM3,PINE4,OFSA3
2018-08-23,256624.93,281926.73,255164.07,281926.73,43509.60,176463.47,12126.45,16722.00,83784.79,297777.47,55623.06,256624.93,7797.91,,17802.72,81074.68,,11743.16,21280.57,25304.83,20748.65,40453.38,15761.98,25111.29,,7461.25,48340.00,6957.59,25159.05,,20641.52,21709.18,16832.56,12398.26,,179.92,23969.93,14330.37,18422.40,11669.08,,10531.33,65637.44,21709.18,7930.94,24156.00,26364.80,28298.81,17961.88,,,12236.42,28786.08,16677.64,,4309.23,11445.09,11229.01,7255.61,20855.33,12881.22,176463.47,37524.02,14929.30,,3706.79,4516.67,14461.28,1650.75,,5751.61,31570.26,45949.73,23204.98,21709.18,55623.06,10999.93,,10047.19,6566.22,5920.27,,,6815.37,,,,3945.13,2557.13,52.44,2173.30,22048.03,,4488.78,,,,,8417.02,,540.68,5436.10,,3983.52,6815.37,1146.32,,,,2659.30,65637.44,,8116.14,,,17774.65,2774.08,1515.74,6565.03,,9469.44,2630.13,1290.99,3590.93,,5070.04,,14577.00,1361.84,,3300.83,,3012.19,6800.57,,,,,4016.13,3187.02,,3294.58,270.63,3088.43,1923.94,,,,,,5191.89,,1824.72,5798.61,,8419.98,783.00,3038.46,2269.58,6815.37,844.43,24156.00,71.53,6697.81,1994.80,3702.40,14.40,2595.63,,6050.44,1240.88,,1222.93,,255164.07,129.97,26445.64,1165.72,1865.69,1986.74,908.18,626.40,,,,361.00,2590.68,1084.66,10531.33,384.53,4473.17,,,,6630.88,,3678.31,467.07,2677.50,1033.91,3373.75,6177.60,4335.78,2971.10,,,,3400.18,2173.30,,1683.96,1180.79,1445.54,,,,12398.26,,5186.06,126.10,10.16,,,19.05,,375.70,81074.68,372.60,997.90,1986.74,876.38,196.67,7533.39,2037.81,,1875.62,,,1373.61,817.00,25111.29,1302.51,,605.44,,3346.22,,618.11,,246.40,,,1112.87,65637.44,,6815.37,250.23,1345.76,,521.11,141.31,82.09,297.84,,,102.03,,67.53,19.22,283.40,115.56,24.81,457.60,12.08,,1289.16,61.68,129.97,,789.62,155.96,2336.73,120.13,1588.93,257.61,317.76,65637.44,8254.96,10.56,,4473.17,,,1683.96,421.19,10047.19,,287.18,1132.93
2018-08-24,259478.74,286154.31,256463.04,286154.31,43489.00,177975.44,12333.44,17116.62,84930.96,299821.35,56275.49,259478.74,7869.69,,17784.00,81642.44,,11943.36,20812.86,25158.07,20550.60,40670.72,15761.98,25380.78,,7444.33,48360.00,7047.23,25895.81,,20634.34,21639.71,17276.05,12467.89,,179.60,23580.45,14617.24,18563.80,11960.46,,10521.75,66602.50,21639.71,8018.28,24246.00,26827.34,28734.78,18246.39,,,12192.10,29221.86,16944.21,,4277.25,11492.53,11380.05,7445.53,20459.95,12413.88,177975.44,37104.29,14696.79,,3623.10,4502.51,14513.11,1639.29,,5716.08,31061.85,46494.85,23498.72,21639.71,56275.49,11108.07,,10401.29,6634.43,6178.05,,,6838.77,,,,3914.06,2629.96,52.44,2170.30,22109.11,,4442.40,,,,,8228.89,,534.86,5397.25,,4028.22,6838.77,1146.85,,,,2679.69,66602.50,,8160.28,,,17748.79,2799.01,1522.24,6495.86,,9486.48,2654.88,1289.99,3672.36,,5070.04,,14509.20,1352.89,,3489.77,,3071.32,6906.83,,,,,3981.48,3163.10,,3223.81,260.03,3000.33,1923.00,,,,,,5180.53,,1979.04,5792.39,,8419.98,783.00,3064.17,2287.62,6838.77,840.38,24246.00,71.87,6807.01,2036.72,3721.36,14.53,2603.83,,6038.05,1215.30,,1210.11,,256463.04,133.27,27080.71,1182.37,1899.01,1929.65,902.06,631.66,,,,361.00,2559.72,1097.61,10521.75,384.53,4552.09,,,,6531.64,,3651.66,462.49,2693.12,1026.24,3321.85,6141.41,4284.82,2952.78,,,,3318.06,2170.30,,1683.08,1148.45,1450.27,,,,12467.89,,5083.86,128.33,10.16,,,18.79,,383.24,81642.44,378.44,973.69,1929.65,865.07,193.16,7499.99,2037.81,,1877.98,2541.39,,1367.42,810.07,25380.78,1324.63,,611.64,,3324.42,,624.44,,244.64,,,1114.07,66602.50,,6838.77,254.96,1345.72,,539.33,139.74,82.09,297.84,,,102.03,,67.53,19.22,288.42,109.11,24.06,463.89,11.93,,1305.26,61.68,133.27,,804.98,161.91,2277.12,124.86,1593.55,257.61,317.76,66602.50,8249.93,10.85,,4552.09,,,1683.08,422.47,10401.29,,292.02,1132.39
2018-08-27,264454.86,294186.71,264524.25,294186.71,44786.26,183384.93,12868.18,17807.21,87538.49,300764.68,54439.82,264454.86,8008.75,,18021.12,83336.31,,12109.37,21467.65,25047.53,21436.00,41431.43,16200.72,25747.63,,7613.52,50040.00,7248.13,26195.98,,21280.51,22176.76,17444.04,12584.56,,178.95,24192.49,15197.66,19311.20,12071.46,,10774.53,66566.98,22176.76,8254.12,23007.42,26543.21,29309.48,18284.32,,,12674.02,29536.60,17156.10,,4357.20,11992.76,11487.37,7799.25,21806.12,12822.23,183384.93,37775.86,15067.99,,3755.61,4629.94,14772.28,1643.11,,5836.00,30577.64,46005.86,23883.84,22176.76,54439.82,11480.54,,10653.07,6712.55,6378.72,,,6818.52,,,,3845.72,2680.13,52.44,2305.47,22139.65,,4566.63,,,,,8247.10,,519.64,5565.03,,4134.37,6818.52,1138.98,,,,2789.82,66566.98,,8295.86,,,18146.44,2875.47,1567.20,6648.05,,9466.77,2739.03,1339.09,3704.93,,5133.42,,14570.22,1346.18,,3429.75,,3063.51,6986.53,,,,,4000.38,3266.77,,3282.53,267.22,3074.77,2025.38,,,,,,5066.96,,1918.97,5836.49,,8419.98,785.25,3182.20,2325.10,6818.52,856.58,23007.42,70.84,6989.02,2021.00,3716.85,14.66,2661.24,,6175.28,1252.07,,1237.89,,264524.25,134.85,28298.67,1230.67,1859.03,1918.23,924.51,642.19,,,,364.31,2591.75,1118.65,10774.53,396.83,4525.22,,,,6585.77,,3625.00,467.07,2675.83,1056.92,3316.08,6211.61,4400.63,3038.28,,,,3314.21,2305.47,,1682.20,1161.65,1469.20,,,,12584.56,,5253.59,139.08,10.88,,,18.67,,383.24,83336.31,382.83,1038.95,1918.23,848.11,194.92,7563.01,2037.81,,1996.03,2521.95,,1383.93,830.84,25747.63,1368.86,,588.11,,3343.89,,633.95,,244.64,,,1112.87,66566.98,,6818.52,257.07,1345.76,,529.88,143.67,84.48,297.84,,,98.45,,64.61,19.22,288.42,105.35,23.75,462.00,11.78,,1305.26,61.61,134.85,,816.92,167.20,2253.28,122.58,1616.64,258.30,317.22,66566.98,8249.93,10.56,,4525.22,,,1682.20,445.44,10653.07,,283.54,1181.48
2018-08-28,260875.21,294081.02,263356.74,294081.02,44683.31,183552.92,12816.43,17774.32,87108.68,300293.01,55302.37,260875.21,7765.10,,18161.52,82279.02,,12500.00,21077.89,24651.10,21249.60,41431.43,16111.34,25890.92,,7664.28,49840.00,7118.32,25923.10,,20935.89,22443.95,17262.62,12477.27,,178.95,23752.93,15291.06,18705.20,11780.08,,10662.79,66301.18,22443.95,8236.65,23174.37,25476.06,29824.72,17999.82,,,12480.15,29246.07,17087.75,,4345.20,11966.89,11642.39,7770.48,21757.33,11887.56,183552.92,38804.20,14598.90,,3682.38,4595.96,14831.51,1627.06,,5818.23,31352.37,46619.37,23955.64,22443.95,55302.37,11372.40,,10683.25,6524.06,6183.91,,,6793.54,,,,3690.40,2675.28,50.02,2453.66,22017.50,,4568.29,,,,,8180.34,,510.24,5519.11,,4089.68,6793.54,1140.85,,,,2804.09,66301.18,,8046.77,,,18136.74,2892.09,1587.24,6627.30,,9434.70,2709.33,1292.12,3643.86,,5119.47,,14577.00,1368.55,,3376.41,,3127.10,7066.22,,,,,4000.38,3296.01,,3327.70,267.45,3086.44,2091.07,,,,,,5159.44,,1884.80,5868.53,,8419.98,796.50,3307.25,2338.98,6793.54,834.30,23174.37,65.18,6916.22,2001.35,3720.46,14.47,2796.55,,6003.74,1274.46,,1210.83,,263356.74,137.54,28856.27,1258.98,1899.01,1929.65,914.31,626.40,,,,344.44,2611.31,1069.28,10662.79,391.56,4515.15,,,,6630.88,,3625.00,457.91,2622.28,1055.38,3357.89,6155.14,4280.19,3030.14,,,,3316.77,2453.66,,1669.02,1168.25,1486.94,,,,12477.27,,5222.93,146.50,11.25,,,18.67,,384.50,82279.02,375.52,1035.80,1929.65,844.72,193.16,7698.10,2037.81,,1977.78,2516.39,,1416.44,823.92,25890.92,1359.03,,583.16,,3336.88,,630.78,,239.36,,,1121.25,66301.18,,6793.54,254.96,1334.82,,521.11,141.31,83.86,294.46,,,98.45,,64.61,18.54,284.66,108.57,23.45,473.95,11.71,,1305.26,61.61,137.54,,827.73,165.22,2253.28,127.48,1636.85,263.86,312.37,66301.18,8254.96,10.49,,4515.15,,,1669.02,445.44,10683.25,,279.91,1159.90
2018-08-29,273118.63,291808.70,265352.95,291808.70,45815.83,185199.29,12678.43,17396.15,89085.82,302651.34,53709.98,273118.63,7823.34,,18395.52,84435.26,,12373.05,21405.29,25179.04,22484.50,41594.44,16436.33,26080.10,,7664.28,49920.00,7105.95,25923.10,,21144.10,22590.90,17074.47,12631.53,,175.72,24136.85,15044.21,18745.60,11932.71,,10745.39,66640.33,22590.90,8280.32,22334.03,26126.92,29527.46,18006.14,,,12424.75,30069.22,17156.10,,4357.20,12268.76,11525.13,7843.19,23647.65,12572.68,185199.29,39349.86,15023.12,,3912.53,4731.88,14735.25,1620.19,,5862.64,31642.89,46560.08,23942.58,22590.90,53709.98,11504.57,,10682.28,6573.66,6364.07,,,6801.43,,,,3727.68,2709.26,49.21,2405.60,22353.41,,4472.22,,,,,8222.82,,498.16,5589.76,,4156.72,6801.43,1222.21,,,,2816.33,66640.33,,8043.61,,,18185.23,2885.44,1597.54,6744.90,,9461.76,2715.93,1302.80,3623.50,,5265.24,,14848.20,1379.73,,3291.94,,3118.17,7087.47,,,,,4079.13,3109.94,,3418.05,277.00,3093.27,2144.10,,,,,,5135.10,,1884.80,5822.51,,8419.98,780.75,3272.19,2314.00,6801.43,836.33,22334.03,69.47,7061.82,2043.27,3652.73,14.92,2808.86,,5951.33,1295.25,,1174.50,,265352.95,132.54,28367.17,1232.33,1912.33,1918.23,900.02,636.92,,,,344.44,2607.74,1076.56,10745.39,391.56,4553.77,,,,6603.81,,3598.35,457.91,2566.50,1052.32,3395.38,6182.90,4331.15,3005.71,,,,3366.82,2405.60,,1681.32,1181.45,1465.65,,,,12631.53,,5311.00,160.97,11.97,,,18.86,,383.24,84435.26,378.44,1072.64,1918.23,819.84,195.79,7619.63,2037.81,,2024.88,2499.73,,1380.32,830.84,26080.10,1327.08,,580.68,,3328.31,,630.78,,239.36,,,1121.25,66640.33,,6801.43,254.96,1334.82,,507.61,142.88,84.55,294.46,,,100.24,,67.53,18.88,284.66,107.11,23.75,474.58,11.63,,1312.29,65.15,132.54,,832.85,167.20,2265.20,126.66,1616.07,260.38,317.76,66640.33,8254.96,10.54,,4553.77,,,1681.32,449.27,10682.28,,279.91,1176.09
2018-08-30,266670.81,288373.79,257184.26,288373.79,44621.53,177673.05,12527.50,16722.00,85761.93,298720.80,53687.86,266670.81,7618.86,,18411.12,81079.79,,12231.44,20828.45,24319.47,21832.10,41404.26,16038.22,25529.89,,7549.23,48520.00,6707.23,25268.20,,20275.36,22013.77,17403.73,12431.13,,177.66,23035.17,14297.01,18382.00,12015.96,,10487.74,65822.73,22013.77,8035.75,22429.20,25968.34,28675.33,17487.70,,,12485.69,29415.54,16616.12,,4325.22,12467.13,11215.09,7630.70,22111.88,12091.74,177673.05,39538.74,14354.15,,3793.97,4519.50,14513.11,1620.95,,5702.75,31110.27,46517.50,23727.18,22013.77,53687.86,11372.40,,10516.52,6495.54,6090.17,,,6544.02,,,,3609.64,2615.39,50.02,2530.76,22292.33,,4389.40,,,,,8034.70,,513.37,5496.15,,4011.46,6544.02,1247.28,,,,2802.05,65822.73,,8056.23,,,17894.27,2875.47,1597.54,6468.19,,9302.38,2694.48,1266.50,3753.79,,5233.55,,14543.10,1337.24,,3194.14,,3121.52,7055.59,,,,,4079.13,3144.50,,3375.89,268.87,3031.92,2044.88,,,,,,5321.69,,1882.45,5618.82,,8357.61,769.50,3309.58,2220.99,6544.02,830.25,22429.20,68.61,6967.18,2000.04,3604.87,14.99,2755.55,,6380.17,1327.23,,1121.79,,257184.26,132.63,27836.77,1230.67,1865.69,1895.40,840.83,621.13,,,,341.13,2543.47,1030.42,10487.74,391.56,4474.85,,,,6495.55,,3278.50,448.75,2589.37,1024.70,3347.80,6115.51,4215.34,2964.99,,,,3323.19,2530.76,,1661.11,1150.43,1484.57,,,,12431.13,,5233.15,159.48,12.33,,,18.67,,371.93,81079.79,374.06,1126.32,1895.40,768.95,194.04,7362.04,2058.71,,2034.89,2460.84,,1377.74,810.07,25529.89,1302.51,,575.73,,3353.23,,616.52,,228.80,,,1114.07,65822.73,,6544.02,253.91,1334.82,,519.76,142.10,85.23,291.07,,,96.66,,61.68,18.37,282.57,108.80,23.75,473.95,12.53,,1312.29,65.15,132.63,,830.58,159.27,2289.04,124.86,1645.51,256.91,306.99,65822.73,8259.99,11.00,,4474.85,,,1661.11,453.10,10516.52,,277.48,1186.88
2018-08-31,272224.73,283353.54,260182.62,283353.54,44806.85,179722.60,12505.94,16804.22,86249.05,296362.48,52316.63,272224.73,7396.55,,18545.28,81905.89,,12451.17,22184.80,24824.54,23043.70,41023.91,16355.09,25678.88,,7782.71,48960.00,6966.86,25650.23,,20304.08,21821.40,17397.01,12453.86,,177.01,22907.20,14363.72,18907.20,12182.46,,10667.74,65718.19,21821.40,7992.08,23153.45,25439.72,28814.05,17323.32,,,12602.01,29754.49,16677.64,,4369.19,12958.74,11328.38,7630.94,22005.20,11883.02,179722.60,40168.33,14195.07,,3909.04,4462.87,14513.11,1619.42,,5773.82,31182.90,46413.99,24086.19,21821.40,52316.63,11192.18,,10368.71,6437.25,6232.25,,,6448.84,,,,3553.72,2655.85,47.60,2685.95,22495.92,,4412.59,,,,,8137.86,,505.32,5411.38,,3966.76,6448.84,1260.75,,,,2830.60,65718.19,,8103.52,,,17742.32,2858.85,1598.08,6682.64,,9286.47,2648.28,1285.72,3745.64,,5308.33,,14343.09,1301.46,,3223.03,,3162.80,6959.96,,,,,4072.83,3242.84,,3387.93,260.62,3123.87,2038.68,,,,,,5483.93,,1898.94,5595.80,,8357.61,780.75,3253.49,2220.99,6448.84,840.38,23153.45,69.47,6898.01,1933.24,3573.27,14.92,2821.16,,6289.64,1367.21,,1050.57,,260182.62,139.29,27158.48,1248.99,1865.69,1895.40,832.67,626.40,,,,327.88,2556.17,1052.28,10667.74,381.02,4387.53,,,,6459.47,,3491.73,453.33,2572.63,1035.44,3434.31,6132.36,4460.85,3015.89,,,,3237.22,2685.95,,1668.14,1128.65,1499.95,,,,12453.86,,5319.93,161.71,12.33,,,18.86,,369.42,81905.89,382.83,1136.85,1895.40,765.56,191.40,7133.60,2011.68,,2033.72,2499.73,,1372.58,817.00,25678.88,1339.37,,588.11,,3378.92,,618.11,,248.16,,,1076.97,65718.19,,6448.84,252.59,1308.20,,510.98,138.17,83.86,297.84,,,98.45,,61.68,18.20,284.24,106.73,24.66,477.72,11.78,,1315.60,65.15,139.29,,822.04,163.23,2312.89,128.13,1645.51,253.44,325.84,65718.19,8400.93,10.81,,4387.53,,,1668.14,449.27,10368.71,,278.70,1235.43
2018-09-03,268312.19,285625.86,257781.51,285625.86,43900.83,177908.24,12445.57,16935.76,84214.61,292903.60,54229.71,268312.19,7093.84,,18564.00,81503.05,,12280.27,21607.96,24102.20,22787.40,40399.04,16574.45,25472.61,,7897.76,48120.00,7053.41,25895.81,,20103.05,21265.64,17128.22,12398.26,,175.07,23647.22,14543.85,18664.80,12279.59,,10536.46,65256.18,21265.64,7965.88,23004.95,25191.93,28814.05,17734.28,,,12967.61,29294.49,16335.89,,4277.25,12570.62,11322.42,7565.41,21335.02,12223.32,177908.24,39454.79,14284.81,,3786.99,4440.21,14357.62,1618.66,,5773.82,31763.95,46557.58,24177.57,21265.64,54229.71,11150.12,,10453.09,6597.22,6049.16,,,6381.80,,,,3479.17,2626.72,48.40,2806.10,23412.04,,4314.86,,,,,8089.32,,503.97,5430.81,,4078.50,6381.80,1280.36,,,,2806.13,65256.18,,7971.09,,,18130.27,2828.93,1575.33,6544.28,,9291.48,2648.28,1300.66,3664.22,,5270.31,,14041.38,1254.50,,3196.36,,3158.34,6912.15,,,,,4252.37,3136.52,,3290.06,260.26,3064.52,1992.83,,,,,,5331.42,,1907.19,5641.57,,8357.61,769.50,3242.97,2247.37,6381.80,844.43,23004.95,67.58,6934.42,1964.68,3521.79,15.05,2812.96,,6075.22,1397.59,,1014.24,,257781.51,137.70,28612.38,1229.00,1832.37,1883.98,810.22,610.61,,,,331.19,2605.76,1013.43,10536.46,386.29,4390.89,,,,6594.79,,3731.62,448.75,2584.91,1023.17,3391.05,6224.40,4331.15,3026.07,,,,3233.37,2806.10,,1668.14,1128.65,1508.23,,,,12398.26,,5308.37,155.77,12.33,,,18.86,,366.91,81503.05,382.83,1146.85,1883.98,759.91,197.55,7153.01,2024.75,,2059.03,2374.74,,1389.61,823.92,25472.61,1359.03,,594.30,,3371.13,,610.18,,244.64,,,1076.97,65256.18,,6381.80,245.49,1308.20,,506.26,141.31,83.35,297.84,,,98.45,,61.68,18.37,284.24,100.59,25.27,462.00,11.04,,1308.16,65.15,137.70,,835.13,156.62,2324.81,121.11,1645.51,256.91,331.22,65256.18,8375.77,11.12,,4390.89,,,1668.14,440.34,10453.09,,281.12,1215.47
2018-09-04,264639.71,274792.69,254668.24,274792.69,43056.59,173103.54,12419.69,16261.61,82065.54,283155.87,55722.58,264639.71,6544.61,,18654.48,80635.29,,11962.89,21171.44,22489.79,21867.05,40317.54,17086.31,25002.53,,7542.46,48400.00,6697.96,25377.35,,19657.91,20335.82,16758.65,12343.42,,174.74,22289.59,13950.09,18361.80,11641.33,,10118.38,65204.49,20335.82,7861.06,23159.52,24825.20,28259.17,17576.22,,,13072.86,29633.44,16472.59,,4253.26,12743.12,11465.51,7440.94,20862.79,11842.19,173103.54,39139.99,14244.02,,3528.95,4341.10,14683.42,1614.84,,5618.37,30843.95,46914.52,23759.82,20335.82,55722.58,11072.02,,10059.66,6386.41,5757.69,,,6105.72,,,,3559.93,2532.85,46.79,2961.30,23208.46,,4321.49,,,,,7931.53,,502.18,5273.62,,3977.94,6105.72,1213.67,,,,2732.72,65204.49,,7851.27,,,17716.46,2785.25,1535.78,6544.28,,9302.43,2598.78,1268.64,3672.36,,5239.89,,14027.82,1261.21,,3191.91,,3143.83,6832.45,,,,,4205.12,3080.70,,3279.52,264.03,2995.91,1948.06,,,,,,5448.24,,1844.75,5574.84,,8139.31,760.50,3202.07,2136.32,6105.72,836.33,23159.52,62.44,7207.42,1971.23,3476.64,15.12,2853.96,,6376.36,1399.19,,961.54,,254668.24,173.65,28274.99,1210.68,1832.37,1918.23,816.34,594.81,,,,324.57,2557.74,975.38,10118.38,374.00,4283.43,,,,6504.57,,3598.35,435.02,2378.51,1027.77,3313.20,6006.00,4284.82,2950.74,,,,3291.11,2961.30,,1668.14,1046.15,1503.50,,,,12343.42,,5354.78,158.74,12.70,,,18.64,,356.86,80635.29,376.98,1123.69,1918.23,741.81,193.16,7167.92,2032.58,,2061.39,2360.85,,1401.48,865.46,25002.53,1327.08,,588.11,,3269.92,,594.33,,237.60,,,1121.25,65204.49,,6105.72,238.39,1308.20,,494.10,141.31,78.72,303.94,,,96.66,,58.75,18.20,268.77,101.59,24.96,466.40,10.81,,1310.33,65.15,173.65,,827.16,161.91,2241.36,125.85,1657.06,256.91,327.45,65204.49,8154.29,10.85,,4283.43,,,1668.14,433.96,10059.66,,275.06,1197.67
2018-09-05,266202.63,275585.36,256864.95,275585.36,44930.40,174145.12,12622.37,16113.63,82208.81,285199.75,59847.31,266202.63,6383.00,,19565.52,80750.88,,11972.66,21358.52,23219.76,22158.30,39964.35,17265.06,24933.73,,7572.91,49380.00,6648.50,25513.79,,20059.97,20330.48,16805.68,12314.53,,168.27,21872.28,14270.32,18200.20,11516.45,,10332.19,65047.31,20330.48,7869.80,22445.63,24048.80,28814.05,17449.77,,,13338.75,28979.76,16370.06,,4217.29,12945.80,11515.20,7378.71,21352.85,11769.59,174145.12,38972.10,13934.01,,3494.07,4329.77,14535.33,1615.60,,5551.75,31086.06,47162.93,23720.65,20330.48,59847.31,11174.15,,10081.65,5902.78,5859.11,,,6030.79,,,,3504.02,2536.09,45.17,3106.48,23697.06,,4356.27,,,,,7967.95,,503.53,5245.36,,3944.42,6030.79,1280.76,,,,2722.52,65047.31,,7926.95,,,18253.12,2808.53,1527.65,6405.92,,9327.49,2616.93,1285.08,3643.86,,5266.51,,13743.06,1247.79,,3127.45,,3140.49,6853.70,,,,,4217.72,3000.96,,3282.53,259.32,3001.75,1991.81,,,,,,5367.12,,1895.41,5454.04,,8139.31,756.00,3251.15,2118.27,6030.79,866.70,22445.63,63.47,7098.22,1976.47,3533.53,15.05,2911.37,,6261.05,1354.41,,1022.79,,256864.95,157.36,28127.11,1215.68,1812.38,1895.40,802.06,594.81,,,,311.32,2531.47,963.24,10332.19,363.46,4382.50,,,,6450.44,,3465.08,435.02,2398.60,1018.57,3316.08,6006.31,4280.19,2954.82,,,,3229.52,3106.48,,1668.14,1062.65,1502.32,,,,12314.53,,5349.42,161.34,13.06,,,18.60,,353.09,80750.88,376.98,1116.32,1895.40,808.53,191.40,7019.28,1724.30,,2005.45,2321.97,,1367.42,872.39,24933.73,1324.63,,596.78,,3169.49,,583.24,,220.00,,,1088.94,65047.31,,6030.79,239.97,1299.47,,475.20,137.39,77.01,291.75,,,96.66,,58.75,18.20,267.10,101.05,25.21,456.98,10.96,,1303.82,65.54,157.36,,818.06,162.57,2300.97,126.66,1629.92,261.77,317.76,65047.31,8400.93,10.04,,4382.50,,,1668.14,426.94,10081.65,,266.58,1181.48
2018-09-06,269521.39,282613.71,262042.03,282613.71,44971.58,179151.42,12635.31,15949.21,84042.68,288029.74,60179.06,269521.39,6182.22,,20454.72,82918.15,,12304.69,21810.63,23862.05,22694.20,38361.43,17484.42,25352.14,,7681.20,49420.00,6645.41,25268.20,,20691.78,20814.09,17027.43,12319.18,,166.01,21799.95,14597.22,18927.40,11585.83,,10380.91,67690.48,20814.09,8123.10,22619.78,24531.16,29586.92,17588.86,,,13261.20,28786.08,16745.99,,4277.25,12950.12,11731.83,7526.64,22448.99,11592.64,179151.42,40902.86,14040.07,,3501.05,4349.60,14594.57,1616.36,,5653.90,31134.48,47956.70,24125.35,20814.09,60179.06,11150.12,,10148.67,6062.75,6014.38,,,5963.74,,,,3541.30,2508.58,45.98,2978.62,23646.16,,4238.67,,,,,7980.08,,504.42,5305.41,,4274.05,5963.74,1307.03,,,,2749.03,67690.48,,8037.31,,,18718.67,2743.68,1561.78,6482.02,,9415.06,2602.08,1286.72,3603.15,,5318.47,,13899.00,1258.97,,3067.44,,3157.22,6816.51,,,,,4189.37,3083.36,,3342.76,258.14,3029.50,1975.27,,,,,,5483.93,,1827.08,5491.92,,8139.31,774.00,3254.66,2101.61,5963.74,884.93,22619.78,63.47,6956.26,1942.41,3594.94,15.05,2927.77,,6358.25,1343.22,,1002.85,,262042.03,156.08,27809.57,1224.01,1799.06,1986.74,814.30,594.81,,,,324.57,2578.95,946.24,10380.91,358.20,4379.14,,,,6423.38,,3598.35,448.75,2316.04,1030.84,3291.57,5975.11,4354.31,3017.92,,,,3085.82,2978.62,,1656.71,1082.45,1495.22,,,,12319.18,,5431.07,162.08,13.06,,,18.45,,353.09,82918.15,379.91,1131.59,1986.74,825.49,193.16,7013.39,1768.71,,1970.12,2333.08,,1374.13,858.54,25352.14,1332.00,,581.92,,3210.75,,581.65,,225.28,,,1091.33,67690.48,,5963.74,240.49,1315.85,,488.03,135.03,78.72,294.46,,,94.87,,58.75,18.71,271.70,100.59,26.47,457.60,10.96,,1299.06,67.85,156.08,,817.49,155.96,2324.81,129.77,1674.38,260.38,316.14,67690.48,8400.93,10.17,,4379.14,,,1656.71,443.53,10148.67,,266.58,1186.88
